stock_id,name,sector,risk_profile
SOCI,Soechi Lines Tbk.,Energy,Sedang
SOFA,Boston Furniture Industries Tb,Consumer Cyclicals,Tinggi
SOHO,Soho Global Health Tbk.,Healthcare,Sedang
SOLA,Xolare RCR Energy Tbk.,Basic Materials,Tinggi
SONA,Sona Topas Tourism Industry Tb,Consumer Cyclicals,Tinggi
SOSS,Shield On Service Tbk.,Industrials,Sedang
SOTS,Satria Mega Kencana Tbk.,Consumer Cyclicals,Tinggi
SOUL,Mitra Tirta Buwana Tbk.,Consumer Non-Cyclicals,Tinggi
SPMA,Suparma Tbk.,Basic Materials,Sedang
SPRE,Soraya Berjaya Indonesia Tbk.,Consumer Cyclicals,Tinggi
SPTO,Surya Pertiwi Tbk.,Industrials,Sedang
SQMI,Wilton Makmur Indonesia Tbk.,Basic Materials,Tinggi
SRAJ,Sejahteraraya Anugrahjaya Tbk.,Healthcare,Tinggi
SRIL,Sri Rejeki Isman Tbk.,Consumer Cyclicals,Rendah
SRSN,Indo Acidatama Tbk,Basic Materials,Sedang
SRTG,Saratoga Investama Sedaya Tbk.,Financials,Sedang
SSIA,Surya Semesta Internusa Tbk.,Infrastructures,Sedang
SSMS,Sawit Sumbermas Sarana Tbk.,Consumer Non-Cyclicals,Sedang
SSTM,Sunson Textile Manufacture Tbk,Consumer Cyclicals,Tinggi
STAA,Sumber Tani Agung Resources Tb,Consumer Non-Cyclicals,Sedang
STAR,Buana Artha Anugerah Tbk.,Financials,Sedang
STRK,Lovina Beach Brewery Tbk.,Consumer Non-Cyclicals,Tinggi
STTP,Siantar Top Tbk.,Consumer Non-Cyclicals,Sedang
SUGI,Sugih Energy Tbk.,Energy,Rendah
SULI,SLJ Global Tbk.,Basic Materials,Sedang
SUNI,Sunindo Pratama Tbk.,Energy,Sedang
SUPR,Solusi Tunas Pratama Tbk.,Infrastructures,Sedang
SURE,Super Energy Tbk.,Energy,Sedang
SURI,Maja Agung Latexindo Tbk.,Healthcare,Tinggi
SWAT,Sriwahana Adityakarta Tbk.,Basic Materials,Tinggi
SWID,Saraswanti Indoland Developmen,Consumer Cyclicals,Sedang
TALF,Tunas Alfin Tbk.,Basic Materials,Tinggi
TAMA,Lancartama Sejati Tbk.,Infrastructures,Tinggi
TAMU,Pelayaran Tamarin Samudra Tbk.,Energy,Sedang
TAPG,Triputra Agro Persada Tbk.,Consumer Non-Cyclicals,Sedang
TARA,Agung Semesta Sejahtera Tbk.,Properties and Real Estate,Sedang
TAXI,Express Transindo Utama Tbk.,Transportation and Logistic,Tinggi
TAYS,Jaya Swarasa Agung Tbk.,Consumer Non-Cyclicals,Tinggi
TBIG,Tower Bersama Infrastructure T,Infrastructures,Sedang
TBLA,Tunas Baru Lampung Tbk.,Consumer Non-Cyclicals,Sedang
TBMS,Tembaga Mulia Semanan Tbk.,Basic Materials,Sedang
TCID,Mandom Indonesia Tbk.,Consumer Non-Cyclicals,Rendah
TCPI,Transcoal Pacific Tbk.,Energy,Sedang
TDPM,Tianrong Chemicals Industry Tb,Basic Materials,Sedang
TEBE,Dana Brata Luhur Tbk.,Energy,Sedang
TECH,Indosterling Technomedia Tbk.,Technology,Tinggi
TELE,Omni Inovasi Indonesia Tbk.,Consumer Cyclicals,Tinggi
TFAS,Telefast Indonesia Tbk.,Technology,Tinggi
TFCO,Tifico Fiber Indonesia Tbk.,Consumer Cyclicals,Tinggi
TGKA,Tigaraksa Satria Tbk.,Consumer Non-Cyclicals,Sedang
TGRA,Terregra Asia Energy Tbk.,Infrastructures,Tinggi
TGUK,Platinum Wahab Nusantara Tbk.,Consumer Non-Cyclicals,Tinggi
TIFA,KDB Tifa Finance Tbk.,Financials,Sedang
TINS,Timah Tbk.,Basic Materials,Sedang
TIRA,Tira Austenite Tbk,Industrials,Sedang
TIRT,Tirta Mahakam Resources Tbk,Basic Materials,Tinggi
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,Basic Materials,Sedang
TLDN,Teladan Prima Agro Tbk.,Consumer Non-Cyclicals,Rendah
TLKM,Telkom Indonesia (Persero) Tbk,Infrastructures,Rendah
TMAS,Temas Tbk.,Transportation and Logistic,Tinggi
TMPO,Tempo Intimedia Tbk.,Consumer Cyclicals,Tinggi
TNCA,Trimuda Nuansa Citra Tbk.,Transportation and Logistic,Tinggi
TOBA,TBS Energi Utama Tbk.,Energy,Sedang
TOOL,Rohartindo Nusantara Luas Tbk.,Consumer Cyclicals,Sedang
TOPS,Totalindo Eka Persada Tbk.,Infrastructures,Tinggi
TOSK,Topindo Solusi Komunika Tbk.,Technology,Tinggi
TOTL,Total Bangun Persada Tbk.,Infrastructures,Sedang
TOTO,Surya Toto Indonesia Tbk.,Industrials,Sedang
TOWR,Sarana Menara Nusantara Tbk.,Infrastructures,Sedang
TOYS,Sunindo Adipersada Tbk.,Consumer Cyclicals,Tinggi
TPIA,Chandra Asri Pacific Tbk.,Basic Materials,Sedang
TPMA,Trans Power Marine Tbk.,Energy,Sedang
TRAM,Trada Alam Minera Tbk.,Energy,Sedang
TRGU,Cerestar Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
TRIL,Triwira Insanlestari Tbk.,Industrials,Rendah
TRIM,Trimegah Sekuritas Indonesia T,Financials,Sedang
TRIN,Perintis Triniti Properti Tbk.,Properties and Real Estate,Tinggi
TRIO,Trikomsel Oke Tbk.,Consumer Cyclicals,Sedang
TRIS,Trisula International Tbk.,Consumer Cyclicals,Tinggi
TRJA,Transkon Jaya Tbk.,Transportation and Logistic,Sedang
TRON,Teknologi Karya Digital Nusa T,Technology,Tinggi
TRST,Trias Sentosa Tbk.,Basic Materials,Sedang
TRUE,Triniti Dinamik Tbk.,Properties and Real Estate,Tinggi
TRUK,Guna Timur Raya Tbk.,Transportation and Logistic,Sedang
TRUS,Trust Finance Indonesia Tbk,Financials,Tinggi
TSPC,Tempo Scan Pacific Tbk.,Healthcare,Sedang
TUGU,Asuransi Tugu Pratama Indonesi,Financials,Sedang
TYRE,King Tire Indonesia Tbk.,Consumer Cyclicals,Sedang
UANG,Pakuan Tbk.,Properties and Real Estate,Tinggi
UCID,Uni-Charm Indonesia Tbk.,Consumer Non-Cyclicals,Rendah
UDNG,Agro Bahari Nusantara Tbk.,Consumer Non-Cyclicals,Tinggi
UFOE,Damai Sejahtera Abadi Tbk.,Consumer Cyclicals,Tinggi
ULTJ,Ultrajaya Milk Industry & Trad,Consumer Non-Cyclicals,Rendah
UNIC,Unggul Indah Cahaya Tbk.,Basic Materials,Sedang
UNIQ,Ulima Nitra Tbk.,Energy,Tinggi
UNIT,Nusantara Inti Corpora Tbk,Consumer Cyclicals,Sedang
UNSP,Bakrie Sumatera Plantations Tb,Consumer Non-Cyclicals,Sedang
UNTD,Terang Dunia Internusa Tbk.,Consumer Cyclicals,Sedang
UNTR,United Tractors Tbk.,Industrials,Sedang
UNVR,Unilever Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
URBN,Urban Jakarta Propertindo Tbk.,Properties and Real Estate,Sedang
UVCR,Trimegah Karya Pratama Tbk.,Technology,Tinggi
VAST,Vastland Indonesia Tbk.,Properties and Real Estate,Sedang
VERN,Verona Indah Pictures Tbk.,Consumer Cyclicals,Tinggi
VICI,Victoria Care Indonesia Tbk.,Consumer Non-Cyclicals,Sedang
VICO,Victoria Investama Tbk.,Financials,Tinggi
VINS,Victoria Insurance Tbk.,Financials,Tinggi
VISI,Satu Visi Putra Tbk.,Industrials,Tinggi
VIVA,Visi Media Asia Tbk.,Consumer Cyclicals,Sedang
VKTR,VKTR Teknologi Mobilitas Tbk.,Consumer Cyclicals,Tinggi
VOKS,Voksel Electric Tbk.,Industrials,Sedang
VRNA,Mizuho Leasing Indonesia Tbk.,Financials,Tinggi
VTNY,Venteny Fortuna International ,Financials,Tinggi
WAPO,Wahana Pronatural Tbk.,Consumer Non-Cyclicals,Tinggi
WEGE,Wijaya Karya Bangunan Gedung T,Infrastructures,Sedang
WEHA,WEHA Transportasi Indonesia Tb,Transportation and Logistic,Sedang
WGSH,Wira Global Solusi Tbk.,Technology,Sedang
WICO,Wicaksana Overseas Internation,Consumer Non-Cyclicals,Sedang
WIDI,Widiant Jaya Krenindo Tbk.,Industrials,Tinggi
WIFI,Solusi Sinergi Digital Tbk.,Technology,Sedang
WIIM,Wismilak Inti Makmur Tbk.,Consumer Non-Cyclicals,Sedang
WIKA,Wijaya Karya (Persero) Tbk.,Infrastructures,Sedang
WINE,Hatten Bali Tbk.,Consumer Non-Cyclicals,Tinggi
WINR,Winner Nusantara Jaya Tbk.,Properties and Real Estate,Tinggi
WINS,Wintermar Offshore Marine Tbk.,Energy,Sedang
WIRG,WIR ASIA Tbk.,Technology,Tinggi
WMPP,Widodo Makmur Perkasa Tbk.,Consumer Non-Cyclicals,Sedang
WMUU,Widodo Makmur Unggas Tbk.,Consumer Non-Cyclicals,Sedang
WOMF,Wahana Ottomitra Multiartha Tb,Financials,Sedang
WOOD,Integra Indocabinet Tbk.,Consumer Cyclicals,Sedang
WOWS,Ginting Jaya Energi Tbk.,Energy,Tinggi
WSBP,Waskita Beton Precast Tbk.,Basic Materials,Sedang
WSKT,Waskita Karya (Persero) Tbk.,Infrastructures,Sedang
WTON,Wijaya Karya Beton Tbk.,Basic Materials,Sedang
YELO,Yelooo Integra Datanet Tbk.,Consumer Cyclicals,Tinggi
YOII,Asuransi Digital Bersama Tbk.,Financials,Tinggi
YPAS,Yanaprima Hastapersada Tbk,Basic Materials,Tinggi
YULE,Yulie Sekuritas Indonesia Tbk.,Financials,Tinggi
ZATA,Bersama Zatta Jaya Tbk.,Consumer Cyclicals,Tinggi
ZBRA,Dosni Roha Indonesia Tbk.,Industrials,Tinggi
ZINC,Kapuas Prima Coal Tbk.,Basic Materials,Sedang
ZONE,Mega Perintis Tbk.,Consumer Cyclicals,Rendah
ZYRX,Zyrexindo Mandiri Buana Tbk.,Technology,Sedang
