stock_id,name,sector,avg_return_1m,volatility_1m,avg_return_3m,volatility_3m,avg_return_6m,volatility_6m,avg_return_1y,volatility_1y,risk_profile
WICO,Wicaksana Overseas Internation,Consumer Non-Cyclicals,0.0,0.0,0.0,0.0,0.0159,0.1189,-0.0013,0.0613,Sedang
WIDI,Widiant Jaya Krenindo Tbk.,Industrials,0.0058,0.1084,0.0099,0.109,0.0091,0.1187,-0.0006,0.1137,Tinggi
WIFI,Solusi Sinergi Digital Tbk.,Technology,0.0363,0.1044,0.0186,0.0723,0.0139,0.062,0.0065,0.0487,Sedang
WIIM,Wismilak Inti Makmur Tbk.,Consumer Non-Cyclicals,-0.0083,0.0177,-0.0046,0.0222,-0.0024,0.0293,-0.0016,0.0381,Sedang
WIKA,Wijaya Karya (Persero) Tbk.,Infrastructures,-0.0081,0.0433,-0.0054,0.0427,0.0048,0.0731,-0.0007,0.0671,Sedang
WINE,Hatten Bali Tbk.,Consumer Non-Cyclicals,-0.0058,0.0186,0.0013,0.0369,-0.0001,0.0341,-0.0017,0.0341,Tinggi
WINR,Winner Nusantara Jaya Tbk.,Properties and Real Estate,0.0199,0.0775,0.0104,0.0841,0.0123,0.0987,-0.0046,0.0995,Tinggi
WINS,Wintermar Offshore Marine Tbk.,Energy,-0.0024,0.0275,-0.0007,0.0261,-0.0007,0.0304,0.0012,0.0391,Sedang
WIRG,WIR ASIA Tbk.,Technology,0.0039,0.0558,0.0024,0.0493,0.0013,0.0448,-0.0,0.0463,Tinggi
WMPP,Widodo Makmur Perkasa Tbk.,Consumer Non-Cyclicals,0.0,0.0,0.0,0.0,-0.0463,0.1058,-0.058,0.1022,Sedang
WMUU,Widodo Makmur Unggas Tbk.,Consumer Non-Cyclicals,-0.0146,0.1083,-0.0022,0.1013,-0.0009,0.1057,-0.0136,0.1076,Sedang
WOMF,Wahana Ottomitra Multiartha Tb,Financials,-0.0004,0.0145,-0.0004,0.0136,-0.0005,0.0187,-0.0005,0.0196,Sedang
WOOD,Integra Indocabinet Tbk.,Consumer Cyclicals,0.0052,0.0515,0.0073,0.048,0.0034,0.0494,0.0004,0.04,Sedang
WOWS,Ginting Jaya Energi Tbk.,Energy,-0.0021,0.04,0.0031,0.0409,0.0148,0.0672,0.0023,0.0711,Tinggi
WSBP,Waskita Beton Precast Tbk.,Basic Materials,-0.0087,0.0641,-0.0045,0.0643,0.0014,0.0732,-0.0075,0.0739,Sedang
WSKT,Waskita Karya (Persero) Tbk.,Infrastructures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
WTON,Wijaya Karya Beton Tbk.,Basic Materials,-0.0065,0.0337,-0.0048,0.0259,0.0007,0.061,-0.0011,0.0499,Sedang
YELO,Yelooo Integra Datanet Tbk.,Consumer Cyclicals,0.0219,0.0991,0.0073,0.0877,0.0064,0.0903,-0.0035,0.0872,Tinggi
YOII,Asuransi Digital Bersama Tbk.,Financials,-0.0216,0.125,-0.0216,0.125,-0.0216,0.125,-0.0216,0.125,Tinggi
YPAS,Yanaprima Hastapersada Tbk,Basic Materials,0.0091,0.0977,0.0042,0.0841,0.0038,0.0803,-0.0023,0.063,Tinggi
YULE,Yulie Sekuritas Indonesia Tbk.,Financials,0.0141,0.1236,0.0051,0.072,0.0029,0.0486,0.0025,0.0414,Tinggi
ZATA,Bersama Zatta Jaya Tbk.,Consumer Cyclicals,0.0098,0.1424,0.0019,0.1231,0.0093,0.1247,-0.0107,0.12,Tinggi
ZBRA,Dosni Roha Indonesia Tbk.,Industrials,-0.0167,0.0443,-0.0088,0.1117,-0.0126,0.0842,-0.0079,0.0668,Tinggi
ZINC,Kapuas Prima Coal Tbk.,Basic Materials,0.0057,0.0821,0.0068,0.0767,0.0129,0.0882,-0.0046,0.0882,Sedang
ZONE,Mega Perintis Tbk.,Consumer Cyclicals,0.0008,0.0167,-0.0016,0.0134,-0.0021,0.0264,-0.0009,0.0191,Rendah
ZYRX,Zyrexindo Mandiri Buana Tbk.,Technology,-0.0029,0.0165,-0.0017,0.0201,0.0004,0.0535,-0.0007,0.0457,Sedang
