stock_id,name,sector,avg_return_1m,volatility_1m,avg_return_3m,volatility_3m,avg_return_6m,volatility_6m,avg_return_1y,volatility_1y,risk_profile
MDIY,Daya Intiguna Yasa Tbk.,Consumer Cyclicals,0.0054,0.0241,0.0054,0.0241,0.0054,0.0241,0.0054,0.0241,Sedang
MDKA,Merdeka Copper Gold Tbk.,Basic Materials,-0.0059,0.0405,-0.0039,0.0305,-0.0026,0.0266,-0.0017,0.0304,Sedang
MDKI,Emdeki Utama Tbk.,Basic Materials,-0.0021,0.0131,-0.0013,0.0096,-0.0005,0.0095,-0.0006,0.0108,Sedang
MDLN,Modernland Realty Tbk.,Properties and Real Estate,0.0002,0.02,0.0014,0.0459,0.0018,0.0475,-0.0028,0.0376,Sedang
MDRN,Modern Internasional Tbk.,Industrials,0.0215,0.1701,0.0115,0.1553,0.0253,0.1821,0.0137,0.1851,Tinggi
MEDC,Medco Energi Internasional Tbk,Energy,-0.0007,0.0259,-0.0009,0.0263,-0.0004,0.0247,0.0011,0.0334,Sedang
MEDS,Hetzer Medical Indonesia Tbk.,Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013,0.0935,Tinggi
MEGA,Bank Mega Tbk.,Financials,-0.0067,0.0242,-0.0033,0.0152,-0.002,0.0143,-0.0007,0.0167,Sedang
MEJA,Harta Djaya Karya Tbk.,Consumer Cyclicals,0.0076,0.0375,0.0137,0.0458,0.0064,0.0593,0.0074,0.0589,Tinggi
MENN,Menn Teknologi Indonesia Tbk.,Technology,-0.0062,0.1033,0.0108,0.0998,0.0154,0.1014,0.0036,0.1009,Tinggi
MERK,Merck Tbk.,Healthcare,0.0004,0.018,-0.0012,0.0126,-0.0004,0.0123,-0.0008,0.0108,Rendah
META,Nusantara Infrastructure Tbk.,Infrastructures,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0953,Sedang
MFIN,Mandala Multifinance Tbk.,Financials,0.003,0.0784,0.0194,0.1046,0.0089,0.0722,0.0045,0.0491,Sedang
MFMI,Multifiling Mitra Indonesia Tb,Industrials,0.0136,0.0291,0.011,0.0661,0.0161,0.0591,0.0047,0.0438,Tinggi
MGLV,Panca Anugrah Wisesa Tbk.,Consumer Cyclicals,-0.0021,0.0904,0.0025,0.0704,0.0032,0.0663,0.0043,0.0718,Tinggi
MGNA,Magna Investama Mandiri Tbk.,Consumer Cyclicals,-0.0277,0.0601,-0.0103,0.0702,0.0169,0.0909,-0.0043,0.1034,Sedang
MGRO,Mahkota Group Tbk.,Consumer Non-Cyclicals,-0.002,0.0141,-0.0001,0.0146,-0.0008,0.0192,0.0004,0.0259,Rendah
MHKI,Multi Hanna Kreasindo Tbk.,Industrials,-0.0025,0.0313,-0.0015,0.033,-0.0059,0.0892,0.002,0.1027,Tinggi
MICE,Multi Indocitra Tbk.,Consumer Cyclicals,-0.0038,0.0138,-0.0004,0.019,0.0003,0.0226,0.0001,0.0251,Sedang
MIDI,Midi Utama Indonesia Tbk.,Consumer Non-Cyclicals,0.0003,0.0124,-0.0011,0.0166,0.0006,0.0213,0.0006,0.0284,Sedang
MIKA,Mitra Keluarga Karyasehat Tbk.,Healthcare,-0.0036,0.0203,-0.0027,0.0203,-0.0011,0.0199,-0.0005,0.0202,Sedang
MINA,Sanurhasta Mitra Tbk.,Consumer Cyclicals,0.0141,0.0891,0.0201,0.0783,0.02,0.0792,0.0063,0.0792,Tinggi
MIRA,Mitra International Resources ,Transportation and Logistic,0.021,0.1174,0.0113,0.121,0.0189,0.1534,0.0116,0.155,Tinggi
MITI,Mitra Investindo Tbk.,Transportation and Logistic,0.0052,0.0435,0.0044,0.0651,0.0013,0.0481,0.0001,0.0597,Tinggi
MKAP,Multikarya Asia Pasifik Raya T,Energy,0.0137,0.0358,-0.0001,0.0287,0.0013,0.0494,0.0058,0.0565,Tinggi
MKNT,Mitra Komunikasi Nusantara Tbk,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.2,0.7746,0.0919,0.537,Tinggi
MKPI,Metropolitan Kentjana Tbk.,Properties and Real Estate,0.0001,0.035,-0.001,0.023,-0.0006,0.0179,-0.0,0.0201,Sedang
MKTR,Menthobi Karyatama Raya Tbk.,Consumer Non-Cyclicals,0.001,0.0128,0.0001,0.0142,0.0001,0.0179,0.0002,0.0398,Sedang
MLBI,Multi Bintang Indonesia Tbk.,Consumer Non-Cyclicals,0.0002,0.0092,0.0016,0.0216,0.0,0.017,-0.0008,0.0136,Rendah
MLIA,Mulia Industrindo Tbk,Industrials,-0.0002,0.0125,-0.0015,0.0116,-0.0008,0.0136,-0.0009,0.0137,Sedang
MLPL,Multipolar Tbk.,Consumer Non-Cyclicals,-0.0028,0.0547,0.0077,0.091,0.0084,0.08,0.0026,0.0633,Tinggi
MLPT,Multipolar Technology Tbk.,Technology,-0.0066,0.0299,0.0235,0.0899,0.0192,0.0769,0.0092,0.0589,Tinggi
MMIX,Multi Medika Internasional Tbk,Healthcare,0.0515,0.17,0.0226,0.1124,0.0132,0.1097,0.0043,0.0989,Tinggi
MMLP,Mega Manunggal Property Tbk.,Properties and Real Estate,0.0015,0.0245,0.0031,0.0329,0.0044,0.0326,0.001,0.0284,Sedang
MNCN,Media Nusantara Citra Tbk.,Consumer Cyclicals,-0.0025,0.0208,-0.0016,0.0202,-0.0002,0.0297,-0.0022,0.0287,Sedang
MOLI,Madusari Murni Indah Tbk.,Basic Materials,-0.0061,0.0234,-0.0023,0.0208,-0.0005,0.0374,0.0015,0.0509,Sedang
MORA,Mora Telematika Indonesia Tbk.,Infrastructures,0.0028,0.0434,0.0001,0.0386,-0.0005,0.0298,-0.0003,0.0226,Sedang
MPIX,Mitra Pedagang Indonesia Tbk.,Technology,-0.0002,0.0352,-0.0036,0.0272,-0.0005,0.0361,-0.0052,0.0889,Tinggi
MPMX,Mitra Pinasthika Mustika Tbk.,Consumer Cyclicals,-0.0008,0.0079,-0.0009,0.0106,0.0006,0.0112,0.0003,0.0118,Sedang
MPOW,Megapower Makmur Tbk.,Infrastructures,0.0121,0.1268,0.0117,0.1148,0.0145,0.1248,0.0053,0.0958,Tinggi
MPPA,Matahari Putra Prima Tbk.,Consumer Non-Cyclicals,-0.0033,0.0489,0.0058,0.0773,0.0055,0.0757,0.0008,0.0654,Tinggi
MPRO,Maha Properti Indonesia Tbk.,Properties and Real Estate,0.0004,0.0163,0.0049,0.0197,0.0027,0.0491,0.0009,0.0692,Tinggi
MPXL,MPX Logistics International Tb,Transportation and Logistic,0.0047,0.1209,0.0014,0.0763,-0.0005,0.0625,0.0015,0.0682,Tinggi
MRAT,Mustika Ratu Tbk.,Consumer Non-Cyclicals,-0.0037,0.0292,-0.0047,0.0274,-0.0017,0.0299,-0.0011,0.047,Sedang
MREI,Maskapai Reasuransi Indonesia ,Financials,-0.0012,0.0284,-0.0017,0.0186,-0.0011,0.0415,-0.0017,0.0381,Sedang
MSIE,Multisarana Intan Eduka Tbk.,Properties and Real Estate,0.013,0.0961,0.0043,0.0941,0.001,0.0867,-0.0044,0.0799,Tinggi
MSIN,MNC Digital Entertainment Tbk.,Consumer Cyclicals,-0.0082,0.0373,-0.0074,0.0347,0.0031,0.0565,0.0013,0.0547,Sedang
MSJA,Multi Spunindo Jaya Tbk.,Consumer Non-Cyclicals,-0.0067,0.0359,-0.0016,0.0403,0.0013,0.0407,0.0006,0.0518,Sedang
MSKY,MNC Sky Vision Tbk.,Consumer Cyclicals,-0.0043,0.0717,-0.0031,0.0794,0.0042,0.0903,0.0026,0.104,Tinggi
MSTI,Mastersystem Infotama Tbk.,Technology,-0.0025,0.0166,-0.0013,0.0177,0.0005,0.021,-0.0,0.026,Sedang
MTDL,Metrodata Electronics Tbk.,Technology,-0.0036,0.0222,-0.0011,0.018,0.0002,0.0212,0.0005,0.0204,Sedang
MTEL,Dayamitra Telekomunikasi Tbk.,Infrastructures,0.0004,0.015,0.0009,0.0189,0.0016,0.0193,0.0004,0.0194,Rendah
MTFN,Capitalinc Investment Tbk.,Energy,0.0283,0.2263,0.0019,0.1966,-0.0134,0.1816,-0.0134,0.1816,Sedang
MTLA,Metropolitan Land Tbk.,Properties and Real Estate,-0.0007,0.0374,-0.0006,0.0286,0.0007,0.0242,0.0004,0.0204,Sedang
MTMH,Murni Sadar Tbk.,Healthcare,-0.0018,0.0176,-0.0013,0.015,-0.0014,0.0206,-0.0013,0.0211,Sedang
MTPS,Meta Epsi Tbk.,Infrastructures,-0.0117,0.094,-0.0078,0.0937,0.0099,0.1098,-0.0027,0.1149,Tinggi
MTRA,Mitra Pemuda Tbk.,Infrastructures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
MTSM,Metro Realty Tbk.,Properties and Real Estate,-0.0098,0.0876,0.0291,0.0963,0.0187,0.0883,0.0028,0.0864,Tinggi
MTWI,Malacca Trust Wuwungan Insuran,Financials,-0.002,0.018,0.0005,0.0258,0.0056,0.0535,0.0033,0.0548,Tinggi
MUTU,Mutuagung Lestari Tbk.,Industrials,0.0028,0.0476,-0.0011,0.034,0.0006,0.0445,0.0015,0.0872,Tinggi
MYOH,Samindo Resources Tbk.,Energy,-0.0021,0.0275,0.0022,0.0253,-0.0014,0.0228,0.0003,0.0242,Sedang
MYOR,Mayora Indah Tbk.,Consumer Non-Cyclicals,-0.003,0.0211,-0.001,0.0235,0.0006,0.0217,0.0003,0.0199,Rendah
MYRX,Hanson International Tbk.,Properties and Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
MYTX,Asia Pacific Investama Tbk.,Consumer Cyclicals,0.0078,0.1014,0.0032,0.0823,0.0104,0.0872,-0.0,0.074,Tinggi
NAIK,Adiwarna Anugerah Abadi Tbk.,Industrials,-0.0014,0.0521,0.0126,0.0883,0.0126,0.0883,0.0126,0.0883,Tinggi
NANO,Nanotech Indonesia Global Tbk.,Consumer Non-Cyclicals,0.0229,0.1013,0.0152,0.0895,0.0136,0.0856,0.0051,0.0776,Tinggi
NASA,Andalan Perkasa Abadi Tbk.,Properties and Real Estate,0.01,0.0936,0.0032,0.0796,0.0084,0.0862,0.0007,0.0778,Tinggi
NASI,Wahana Inti Makmur Tbk.,Consumer Non-Cyclicals,-0.0056,0.0383,-0.0036,0.0651,0.0046,0.0951,0.0036,0.0839,Tinggi
NATO,Surya Permata Andalan Tbk.,Consumer Cyclicals,0.0038,0.0443,0.0011,0.034,0.0003,0.0266,-0.0031,0.0647,Sedang
NAYZ,Hassana Boga Sejahtera Tbk.,Consumer Non-Cyclicals,0.0907,0.0524,0.0325,0.0691,0.0198,0.0669,0.0078,0.0681,Tinggi
NCKL,Trimegah Bangun Persada Tbk.,Basic Materials,-0.006,0.0208,-0.0025,0.0186,-0.0016,0.0198,-0.0003,0.0261,Sedang
NELY,Pelayaran Nelly Dwi Putri Tbk.,Transportation and Logistic,-0.0005,0.0155,-0.0003,0.0128,0.0001,0.0143,0.0008,0.0279,Sedang
NEST,Esta Indonesia Tbk.,Consumer Non-Cyclicals,0.0023,0.04,0.0065,0.0343,0.007,0.0374,0.007,0.0374,Sedang
NETV,MDTV Media Technologies Tbk.,Consumer Cyclicals,0.0193,0.0766,0.0024,0.0608,0.0066,0.071,0.0009,0.0749,Tinggi
NFCX,NFC Indonesia Tbk.,Technology,0.0028,0.0451,-0.0032,0.0512,0.0017,0.0574,-0.0023,0.0568,Sedang
NICE,Adhi Kartiko Pratama Tbk.,Basic Materials,-0.0018,0.0237,-0.0025,0.0308,-0.0033,0.0383,0.001,0.0649,Tinggi
NICK,Charnic Capital Tbk.,Financials,0.0058,0.0521,0.0044,0.0512,0.0078,0.0611,0.0053,0.0518,Tinggi
NICL,PAM Mineral Tbk.,Basic Materials,-0.0064,0.0229,-0.0012,0.0276,0.0041,0.0426,0.0012,0.0517,Tinggi
NIKL,Pelat Timah Nusantara Tbk.,Basic Materials,-0.0034,0.0191,0.0014,0.0731,-0.001,0.0667,-0.0001,0.063,Tinggi
NINE,Techno9 Indonesia Tbk.,Technology,0.0917,0.0395,0.0565,0.0891,0.0444,0.1331,0.0214,0.1377,Tinggi
NIPS,Nipress Tbk.,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
NIRO,City Retail Developments Tbk.,Properties and Real Estate,0.0006,0.0106,-0.0017,0.0108,-0.001,0.0098,-0.0008,0.0163,Sedang
NISP,Bank OCBC NISP Tbk.,Financials,-0.0013,0.0156,-0.0004,0.0129,0.0001,0.0139,0.0003,0.0158,Rendah
NOBU,Bank Nationalnobu Tbk.,Financials,-0.0045,0.031,0.0002,0.028,-0.0013,0.0288,0.0015,0.0383,Sedang
NPGF,Nusa Palapa Gemilang Tbk.,Basic Materials,0.0027,0.0443,0.0012,0.05,-0.0014,0.0633,-0.0017,0.0699,Tinggi
NRCA,Nusa Raya Cipta Tbk.,Infrastructures,-0.0029,0.0115,-0.0004,0.0233,0.0008,0.0203,0.0005,0.0182,Sedang
NSSS,Nusantara Sawit Sejahtera Tbk.,Consumer Non-Cyclicals,0.0044,0.0654,0.0075,0.0416,0.0033,0.0342,0.0019,0.0439,Sedang
NTBK,Nusatama Berkah Tbk.,Industrials,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0526,Sedang
NUSA,Sinergi Megah Internusa Tbk.,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
NZIA,Nusantara Almazia Tbk.,Properties and Real Estate,-0.0017,0.0239,0.0055,0.1229,0.0069,0.1132,0.0012,0.093,Tinggi
OASA,Maharaksa Biru Energi Tbk.,Infrastructures,-0.003,0.0284,-0.0009,0.0283,0.0014,0.0367,0.0012,0.0481,Tinggi
OBAT,Brigit Biofarmaka Teknologi Tb,Healthcare,0.0884,0.103,0.0884,0.103,0.0884,0.103,0.0884,0.103,Tinggi
OBMD,OBM Drilchem Tbk.,Basic Materials,-0.0021,0.0313,-0.0016,0.0249,-0.0012,0.0283,-0.0001,0.0342,Sedang
OCAP,Onix Capital Tbk.,Financials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tinggi
OILS,Indo Oil Perkasa Tbk.,Consumer Non-Cyclicals,-0.0035,0.0276,0.0007,0.0451,0.0026,0.0845,-0.0001,0.0662,Tinggi
OKAS,Ancora Indonesia Resources Tbk,Basic Materials,-0.0042,0.0187,-0.0023,0.0436,0.0034,0.0551,0.001,0.0624,Tinggi
OLIV,Oscar Mitra Sukses Sejahtera T,Consumer Cyclicals,0.0372,0.1098,0.0196,0.1023,0.0256,0.1379,0.0099,0.13,Tinggi
OMED,Jayamas Medica Industri Tbk.,Healthcare,-0.002,0.015,0.0004,0.0155,-0.0005,0.014,0.0004,0.0319,Sedang
OMRE,Indonesia Prima Property Tbk,Properties and Real Estate,0.0097,,0.0059,0.0236,-0.0066,0.0392,0.0004,0.0616,Tinggi
OPMS,Optima Prima Metal Sinergi Tbk,Basic Materials,0.001,0.0516,-0.013,0.0691,0.0015,0.0693,0.0017,0.0647,Tinggi
PACK,Abadi Nusantara Hijau Investam,Basic Materials,0.0976,0.0016,0.0707,0.0486,0.034,0.0599,0.0098,0.066,Tinggi
PADA,Personel Alih Daya Tbk.,Industrials,-0.0051,0.0829,0.0004,0.0803,-0.0084,0.0865,-0.0084,0.0865,Tinggi
PADI,Minna Padi Investama Sekuritas,Financials,0.0056,0.1083,0.0087,0.114,0.0097,0.1306,0.0117,0.1279,Tinggi
PALM,Provident Investasi Bersama Tb,Financials,0.0013,0.0505,0.0005,0.0321,-0.0,0.0283,-0.0008,0.0344,Sedang
PAMG,Bima Sakti Pertiwi Tbk.,Properties and Real Estate,-0.0011,0.0201,-0.0001,0.0259,-0.0015,0.0598,-0.0009,0.0654,Tinggi
PANI,Pantai Indah Kapuk Dua Tbk.,Properties and Real Estate,-0.0073,0.0912,0.0053,0.0649,0.0071,0.0535,0.007,0.0496,Tinggi
PANR,Panorama Sentrawisata Tbk.,Consumer Cyclicals,0.0177,0.0275,0.0091,0.0202,0.0059,0.0172,0.0005,0.0261,Sedang
PANS,Panin Sekuritas Tbk.,Financials,-0.0003,0.0077,0.0001,0.0086,0.0006,0.0113,0.0001,0.0096,Sedang
PART,Cipta Perdana Lancar Tbk.,Consumer Cyclicals,-0.0036,0.0371,-0.0007,0.1004,-0.0001,0.0893,-0.0001,0.0893,Tinggi
PBID,Panca Budi Idaman Tbk.,Basic Materials,-0.0002,0.0245,0.002,0.0232,0.0026,0.0246,0.0013,0.0199,Sedang
PBRX,Pan Brothers Tbk.,Consumer Cyclicals,0.0,0.0,0.0085,0.0572,0.0037,0.0647,-0.0078,0.0723,Sedang
PBSA,Paramita Bangun Sarana Tbk.,Infrastructures,-0.0013,0.0223,0.003,0.0228,0.002,0.0189,0.0019,0.0221,Sedang
PCAR,Prima Cakrawala Abadi Tbk.,Consumer Non-Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.1469,Tinggi
PDES,Destinasi Tirta Nusantara Tbk,Consumer Cyclicals,-0.0028,0.0153,-0.0014,0.0144,0.0017,0.0198,0.0016,0.0468,Tinggi
PDPP,Primadaya Plastisindo Tbk.,Basic Materials,-0.0015,0.0284,0.0,0.0328,0.0013,0.0308,0.0033,0.0311,Sedang
PEGE,Panca Global Kapital Tbk.,Financials,0.0051,0.0422,-0.002,0.0413,0.0036,0.0708,-0.0024,0.0786,Tinggi
PEHA,Phapros Tbk.,Healthcare,-0.0011,0.021,-0.0028,0.0224,-0.0028,0.0269,-0.0021,0.0393,Sedang
PEVE,Penta Valent Tbk.,Healthcare,0.0081,0.0368,0.004,0.0339,0.0034,0.053,0.0027,0.0432,Sedang
PGAS,Perusahaan Gas Negara Tbk.,Energy,0.0001,0.0251,0.0013,0.0197,0.0016,0.0189,0.001,0.019,Sedang
PGEO,Pertamina Geothermal Energy Tb,Infrastructures,0.0015,0.0383,-0.0014,0.0254,-0.0007,0.0256,0.0015,0.0337,Sedang
PGJO,Tourindo Guide Indonesia Tbk.,Technology,-0.0034,0.0283,-0.0002,0.0232,0.0003,0.019,0.0008,0.0288,Sedang
PGLI,Pembangunan Graha Lestari Inda,Consumer Cyclicals,0.0009,0.1258,0.0022,0.0784,0.0044,0.0737,0.001,0.0612,Tinggi
PGUN,Pradiksi Gunatama Tbk.,Consumer Non-Cyclicals,0.0975,0.0018,0.0336,0.0646,0.0127,0.0372,0.002,0.0316,Tinggi
PICO,Pelangi Indah Canindo Tbk,Basic Materials,-0.006,0.0262,0.003,0.0823,0.0054,0.0741,0.0015,0.0617,Tinggi
PIPA,Multi Makmur Lemindo Tbk.,Industrials,0.0267,0.1023,0.0195,0.103,-0.0029,0.113,-0.0033,0.1101,Tinggi
PJAA,Pembangunan Jaya Ancol Tbk.,Consumer Cyclicals,0.0002,0.0211,-0.002,0.0153,-0.0006,0.0183,-0.0013,0.0225,Sedang
PKPK,Perdana Karya Perkasa Tbk,Energy,-0.004,0.024,0.0056,0.0636,0.0071,0.0574,0.0034,0.0439,Tinggi
PLAN,Planet Properindo Jaya Tbk.,Consumer Cyclicals,-0.0048,0.0816,0.0081,0.0822,0.0067,0.0752,0.0022,0.0676,Tinggi
PLAS,Polaris Investama Tbk,Financials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendah
PLIN,Plaza Indonesia Realty Tbk.,Properties and Real Estate,0.0014,0.0563,0.0019,0.0402,0.0003,0.0288,0.0015,0.0313,Sedang
PMJS,Putra Mandiri Jembar Tbk.,Consumer Cyclicals,-0.0025,0.0238,-0.0035,0.0408,-0.0004,0.0359,-0.0009,0.0276,Sedang
PMMP,Panca Mitra Multiperdana Tbk.,Consumer Non-Cyclicals,-0.0146,0.0351,-0.0104,0.0686,-0.0055,0.0687,-0.0025,0.0634,Sedang
PNBN,Bank Pan Indonesia Tbk,Financials,-0.0006,0.025,0.0033,0.0322,0.0035,0.0304,0.0016,0.0258,Sedang
PNBS,Bank Panin Dubai Syariah Tbk.,Financials,-0.0026,0.0208,-0.0014,0.0361,0.0005,0.0332,-0.0009,0.0294,Sedang
PNGO,Pinago Utama Tbk.,Consumer Non-Cyclicals,0.0,0.0226,-0.0007,0.025,0.002,0.0312,0.0014,0.0332,Sedang
PNIN,Paninvest Tbk.,Financials,-0.0017,0.0235,0.0014,0.0301,0.0018,0.0282,0.0001,0.0262,Sedang
PNLF,Panin Financial Tbk.,Financials,-0.0023,0.0293,0.0005,0.0307,0.0029,0.0363,0.0016,0.0339,Sedang
PNSE,Pudjiadi & Sons Tbk.,Consumer Cyclicals,-0.0294,0.0899,0.0105,0.1355,0.0102,0.1324,0.0128,0.1303,Tinggi
POLA,Pool Advista Finance Tbk.,Financials,0.0046,0.0982,0.003,0.0976,0.0083,0.1031,-0.0079,0.0996,Tinggi
POLI,Pollux Hotels Group Tbk.,Properties and Real Estate,-0.0088,0.0762,0.0017,0.0597,0.0031,0.0497,0.0016,0.0545,Tinggi
POLL,Pollux Properties Indonesia Tb,Properties and Real Estate,0.0,0.0,0.0,0.0,-0.0056,0.0413,-0.0019,0.0331,Tinggi
POLU,Golden Flower Tbk.,Consumer Cyclicals,0.0337,0.1746,0.0231,0.1522,0.0166,0.1303,0.0184,0.1445,Tinggi
POLY,Asia Pacific Fibers Tbk,Consumer Cyclicals,-0.0026,0.0629,-0.0083,0.0608,0.0084,0.0699,-0.0061,0.0725,Sedang
POOL,Pool Advista Indonesia Tbk.,Financials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
PORT,Nusantara Pelabuhan Handal Tbk,Infrastructures,0.0037,0.0464,0.0013,0.0499,0.0031,0.0507,0.0011,0.0524,Tinggi
POSA,Bliss Properti Indonesia Tbk.,Properties and Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sedang
POWR,Cikarang Listrindo Tbk.,Infrastructures,-0.002,0.0106,-0.0001,0.0132,0.0009,0.0145,0.0002,0.0141,Rendah
PPGL,Prima Globalindo Logistik Tbk.,Transportation and Logistic,0.0006,0.0148,0.0003,0.016,0.0022,0.0188,0.0002,0.022,Sedang
PPRE,PP Presisi Tbk.,Infrastructures,-0.0025,0.0444,-0.0044,0.0376,-0.0008,0.0498,-0.0013,0.0429,Sedang
PPRI,Paperocks Indonesia Tbk.,Basic Materials,0.0088,0.0356,0.0068,0.0462,0.0053,0.0582,0.0022,0.0763,Tinggi
PPRO,PP Properti Tbk.,Properties and Real Estate,0.0,0.0,-0.0265,0.0919,0.0117,0.1075,-0.0045,0.105,Sedang
PRAS,Prima Alloy Steel Universal Tb,Consumer Cyclicals,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046,0.0455,Sedang
PRAY,Famon Awal Bros Sedaya Tbk.,Healthcare,0.0006,0.0237,0.0012,0.021,-0.0,0.018,-0.0003,0.0168,Sedang
PRDA,Prodia Widyahusada Tbk.,Healthcare,-0.001,0.016,-0.002,0.0158,-0.0013,0.021,-0.0025,0.0195,Sedang
PRIM,Royal Prima Tbk.,Healthcare,-0.0019,0.0249,0.0001,0.0359,-0.0004,0.0478,0.0004,0.0634,Tinggi
PSAB,J Resources Asia Pasifik Tbk.,Basic Materials,-0.0111,0.0468,-0.0014,0.0506,0.0029,0.0526,0.0039,0.0475,Sedang
PSDN,Prasidha Aneka Niaga Tbk,Consumer Non-Cyclicals,0.0043,0.1111,0.0009,0.0728,0.0012,0.0691,0.0027,0.0881,Tinggi
PSGO,Palma Serasih Tbk.,Consumer Non-Cyclicals,-0.0011,0.0268,0.0034,0.0278,0.0023,0.0267,0.0017,0.0338,Sedang
PSKT,Red Planet Indonesia Tbk.,Consumer Cyclicals,0.0188,0.0766,0.0116,0.0713,0.0077,0.0721,-0.0001,0.0753,Sedang
PSSI,IMC Pelita Logistik Tbk.,Energy,-0.002,0.0121,-0.0008,0.0102,0.0005,0.0184,-0.0003,0.0195,Sedang
PTBA,Bukit Asam Tbk.,Energy,-0.0007,0.0189,0.0001,0.0186,0.001,0.0175,0.0005,0.0182,Sedang
PTDU,Djasa Ubersakti Tbk.,Infrastructures,-0.0029,0.0575,-0.0004,0.0676,0.0099,0.0798,-0.0035,0.0936,Tinggi
PTIS,Indo Straits Tbk.,Energy,0.0044,0.1014,0.0052,0.1027,0.0033,0.0959,-0.0001,0.0798,Tinggi
PTMP,Mitra Pack Tbk.,Industrials,0.002,0.0527,-0.004,0.0473,-0.0022,0.0656,0.001,0.0762,Tinggi
PTMR,Master Print Tbk.,Basic Materials,-0.0004,0.0101,-0.0059,0.0375,-0.0059,0.0375,-0.0059,0.0375,Sedang
PTPP,PP (Persero) Tbk.,Infrastructures,-0.0054,0.0295,-0.0031,0.0239,-0.0006,0.0392,-0.001,0.0436,Sedang
PTPS,Pulau Subur Tbk.,Consumer Non-Cyclicals,0.0007,0.0377,0.0009,0.0476,-0.0019,0.0749,0.002,0.1021,Tinggi
PTPW,Pratama Widya Tbk.,Infrastructures,-0.0034,0.0108,-0.0016,0.011,-0.0009,0.0106,-0.0006,0.0112,Sedang
PTRO,Petrosea Tbk.,Energy,0.0181,0.042,0.0139,0.0463,0.0135,0.0538,0.0084,0.0511,Tinggi
PTSN,Sat Nusapersada Tbk,Technology,-0.0011,0.012,-0.0008,0.0125,-0.0005,0.0144,0.0001,0.0289,Sedang
PTSP,Pioneerindo Gourmet Internatio,Consumer Cyclicals,-0.0054,0.022,-0.0053,0.0271,-0.0015,0.0534,-0.0009,0.0738,Tinggi
PUDP,Pudjiadi Prestige Tbk.,Properties and Real Estate,-0.0111,0.035,0.0019,0.0881,0.0026,0.0742,0.0014,0.0731,Tinggi
PURA,Putra Rajawali Kencana Tbk.,Transportation and Logistic,0.0046,0.1005,-0.007,0.0826,0.0077,0.0997,-0.0077,0.0966,Tinggi
PURE,Trinitan Metals and Minerals T,Basic Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tinggi
PURI,Puri Global Sukses Tbk.,Properties and Real Estate,0.0156,0.0661,0.0077,0.0549,0.0049,0.0585,0.0017,0.0649,Tinggi
PWON,Pakuwon Jati Tbk.,Properties and Real Estate,-0.0021,0.0204,-0.003,0.0224,0.0004,0.0225,-0.0004,0.0211,Sedang
PYFA,Pyridam Farma Tbk,Healthcare,-0.0006,0.1018,0.0105,0.104,0.0079,0.0833,0.0011,0.0927,Tinggi
PZZA,Sarimelati Kencana Tbk.,Consumer Cyclicals,0.0164,0.1502,-0.0012,0.0943,-0.0021,0.0701,-0.0025,0.051,Sedang
RAAM,Tripar Multivision Plus Tbk.,Consumer Cyclicals,-0.0139,0.0304,-0.0087,0.0348,-0.0024,0.0473,-0.0018,0.0493,Tinggi
RAFI,Sari Kreasi Boga Tbk.,Consumer Cyclicals,-0.0061,0.0361,0.0049,0.0561,-0.0022,0.0607,-0.0003,0.0652,Tinggi
RAJA,Rukun Raharja Tbk.,Energy,0.018,0.0635,0.0164,0.0783,0.0079,0.0596,0.0057,0.0548,Sedang
RALS,Ramayana Lestari Sentosa Tbk.,Consumer Cyclicals,-0.0023,0.0102,-0.0014,0.0103,-0.001,0.0187,-0.0014,0.017,Sedang
RANC,Supra Boga Lestari Tbk.,Consumer Non-Cyclicals,-0.0033,0.0139,-0.0028,0.0183,-0.0018,0.02,-0.0008,0.0337,Sedang
RATU,Raharja Energi Cepu Tbk.,Energy,0.1679,0.1169,0.1679,0.1169,0.1679,0.1169,0.1679,0.1169,Tinggi
RBMS,Ristia Bintang Mahkotasejati T,Properties and Real Estate,-0.0029,0.0489,0.0015,0.0424,0.0015,0.0499,-0.0028,0.0542,Tinggi
RCCC,Utama Radar Cahaya Tbk.,Transportation and Logistic,-0.0238,0.0649,-0.0048,0.0606,0.0028,0.0574,0.0028,0.0621,Tinggi
